Depth (m),Litho (Euc),Calcarenite (%),Calcilutite (%),Fine Sand (%),Claystone (%),Sandstone (%),Argillaceous Siltstone (%),Calcareous Claystone (%),Silty Claystone (%),Argillaceous Sandstone (%),Dolomitic Calcarenite (%),Argillaceous Calcilutite (%)
3680,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25
3690,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,5,-999.25,95,-999.25,-999.25,-999.25
3700,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,5,-999.25,95,-999.25,-999.25,-999.25
3710,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25
3715,Silty Claystone,1,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,99,-999.25,-999.25,-999.25
3720,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,5,-999.25,95,-999.25,-999.25,-999.25
3725,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,3,-999.25,97,-999.25,-999.25,-999.25
3730,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25
3735,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,2,-999.25,98,-999.25,-999.25,-999.25
3740,Silty Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25
3745,Claystone,-999.25,-999.25,-999.25,-999.25,-999.25,1,-999.25,99,-999.25,-999.25,-999.25
3750,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3755,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3760,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3765,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3770,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3775,Claystone,-999.25,-999.25,-999.25,99,-999.25,1,-999.25,-999.25,-999.25,-999.25,-999.25
3780,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3785,Claystone,-999.25,-999.25,-999.25,95,-999.25,3,-999.25,-999.25,2,-999.25,-999.25
3790,Claystone,-999.25,-999.25,-999.25,97,-999.25,2,-999.25,-999.25,1,-999.25,-999.25
3795,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3800,Sandstone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3805,Sandstone,-999.25,-999.25,-999.25,70,30,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3810,Sandstone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3815,Sandstone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3820,Sandstone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3825,Claystone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3830,Sandstone,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3835,Sandstone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3840,Claystone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3845,Sandstone,-999.25,-999.25,-999.25,40,60,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3850,Claystone,-999.25,-999.25,-999.25,40,60,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3855,Sandstone,-999.25,-999.25,-999.25,40,60,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3860,Sandstone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3865,Claystone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3870,Claystone,-999.25,-999.25,-999.25,60,40,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3875,Claystone,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3880,Sandstone,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3885,Argillaceous Sandstone,-999.25,-999.25,-999.25,40,60,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3890,Sandstone,-999.25,-999.25,-999.25,0,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3895,Argillaceous Sandstone,-999.25,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25
3900,Sandstone,-999.25,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25
3905,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3910,Argillaceous Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3915,Sandstone,-999.25,-999.25,-999.25,-999.25,80,-999.25,-999.25,-999.25,20,-999.25,-999.25
3920,Argillaceous Sandstone,-999.25,-999.25,-999.25,-999.25,80,-999.25,-999.25,-999.25,20,-999.25,-999.25
3930,Argillaceous Sandstone,-999.25,-999.25,-999.25,-999.25,80,-999.25,-999.25,-999.25,20,-999.25,-999.25
3940,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3950,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3960,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3970,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3980,Claystone,-999.25,-999.25,-999.25,5,70,-999.25,-999.25,-999.25,25,-999.25,-999.25
3990,Claystone,-999.25,-999.25,-999.25,10,70,-999.25,-999.25,-999.25,20,-999.25,-999.25
4000,Sandstone,-999.25,-999.25,-999.25,20,60,-999.25,-999.25,-999.25,20,-999.25,-999.25
4010,Silty Claystone,-999.25,-999.25,-999.25,5,75,-999.25,-999.25,-999.25,20,-999.25,-999.25
4020,Silty Claystone,-999.25,-999.25,-999.25,30,20,-999.25,-999.25,50,-999.25,-999.25,-999.25
4025,Silty Claystone,-999.25,-999.25,-999.25,10,20,-999.25,-999.25,70,-999.25,-999.25,-999.25
4030,Claystone,-999.25,-999.25,-999.25,20,-999.25,-999.25,-999.25,80,-999.25,-999.25,-999.25
4035,Sandstone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4040,Sandstone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4045,Claystone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4050,Claystone,-999.25,-999.25,-999.25,60,40,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4055,Claystone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4060,Sandstone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4065,Sandstone,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4070,Sandstone,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4075,Claystone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4080,Claystone,-999.25,-999.25,-999.25,65,35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4085,Claystone,-999.25,-999.25,-999.25,95,5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4090,Claystone,-999.25,-999.25,-999.25,65,35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4095,Claystone,-999.25,-999.25,-999.25,75,25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4100,Claystone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4105,Sandstone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4110,Sandstone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4115,Claystone,-999.25,-999.25,-999.25,45,55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4120,Claystone,-999.25,-999.25,-999.25,70,30,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4125,Sandstone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4130,Sandstone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4135,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4140,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4145,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4150,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4155,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4160,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4165,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4170,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4175,Sandstone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4180,Sandstone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4185,Sandstone,-999.25,-999.25,-999.25,45,55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4190,Claystone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4195,Sandstone,-999.25,-999.25,-999.25,5,95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4200,Sandstone,-999.25,-999.25,-999.25,5,95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4205,Claystone,-999.25,-999.25,-999.25,70,30,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4210,Sandstone,-999.25,-999.25,-999.25,70,30,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4215,Sandstone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4220,Sandstone,-999.25,-999.25,-999.25,15,85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4225,Sandstone,-999.25,-999.25,-999.25,15,85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4230,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4235,Sandstone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4240,Claystone,-999.25,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4245,Claystone,-999.25,-999.25,-999.25,5,95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4250,Claystone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4255,Claystone,-999.25,-999.25,-999.25,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4260,Claystone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4265,Sandstone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4270,Sandstone,-999.25,-999.25,-999.25,75,25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4275,Claystone,-999.25,-999.25,-999.25,75,25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4280,Sandstone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4285,Sandstone,-999.25,-999.25,-999.25,10,90,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4290,Claystone,-999.25,-999.25,-999.25,10,90,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4295,Sandstone,-999.25,-999.25,-999.25,5,95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4300,Claystone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4305,Sandstone,-999.25,-999.25,-999.25,90,10,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4310,Claystone,-999.25,-999.25,-999.25,5,95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4315,Sandstone,-999.25,-999.25,-999.25,80,20,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4320,Sandstone,-999.25,-999.25,-999.25,0,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4325,Claystone,-999.25,-999.25,-999.25,0,100,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4330,Claystone,-999.25,-999.25,-999.25,5,95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4335,Sandstone,-999.25,-999.25,-999.25,70,30,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4340,Sandstone,-999.25,-999.25,-999.25,40,60,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4345,Claystone,-999.25,-999.25,-999.25,10,90,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4350,Sandstone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4355,Claystone,-999.25,-999.25,-999.25,40,60,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4360,Sandstone,-999.25,-999.25,-999.25,50,50,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4365,Claystone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4370,Sandstone,-999.25,-999.25,-999.25,10,90,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4375,Sandstone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4380,Sandstone,-999.25,-999.25,-999.25,25,75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4385,Sandstone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4390,Sandstone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4395,Sandstone,-999.25,-999.25,-999.25,25,75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4400,Claystone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4405,Sandstone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4410,Sandstone,-999.25,-999.25,-999.25,30,70,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4415,Sandstone,-999.25,-999.25,-999.25,20,80,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4420,Sandstone,-999.25,-999.25,-999.25,10,90,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4421.5,Sandstone,-999.25,-999.25,-999.25,10,90,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
